Изображение;Название;Цена;Описание;Артикул;"Ссылка на товар"
https://versal.ua/images/uploads/image1517329596nMfgh6.jpg;"Женский спортивный костюм темно-серый";639;"Женский спортивный костюм темно-серый, куртка длинный рукав, штаны прямые
Ткань: трикотаж петля-шерсть,эко-кожа
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 50 грн
 
 ";"Код: 01687";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-sportivnyy-kostyum-temno-seryy.html
https://versal.ua/images/uploads/image1517329593uthyKT.jpg;"Женский спортивный костюм бордо";639;"Женский спортивный костюм бордо, куртка длинный рукав, штаны прямые
Ткань: трикотаж петля-шерсть,эко-кожа
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 50 грн
 
 ";"Код: 01687";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-sportivnyy-kostyum-bordo.html
https://versal.ua/images/uploads/image1517329590SrCJSr.jpg;"Женский спортивный костюм джинс";639;"Женский спортивный костюм джинс, штаны прямые
Ткань: трикотаж петля-шерсть,эко-кожа
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 50 грн
 ";"Код: 01687";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-sportivnyy-kostyum-dzhins.html
https://versal.ua/images/uploads/image1517329588q8kN32.jpg;"Костюм спортивный женский Love джинс";639;"Костюм спортивный женский Love джинс, штаны прямые
Ткань: трикотаж петля-шерсть, двухнитка
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 50 грн
 
 
 ";"Код: 01688";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-sportivnyy-zhenskiy-love-dzhins.html
https://versal.ua/images/uploads/image1517329586lKvD02.jpg;"Костюм спортивный женский Love cерый";639;"Костюм спортивный женский Love cерый, штаны прямые
Ткань: трикотаж петля-шерсть, двухнитка
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 50 грн
 
 ";"Код: 01688";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-sportivnyy-zhenskiy-love-ceryy.html
https://versal.ua/images/uploads/image1517329455ai0TDR.jpg;"Костюм женский с бомбером т-серый";639;"Костюм женский с бомбером темно-серый, штаны на манжете
Ткань: трикотаж зара 
Трикотаж зара - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 50 грн
 
 
 ";"Код: 01686/12";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-s-bomberom-t-seryy.html
https://versal.ua/images/uploads/image1517329440X4zmWo.jpg;"Костюм женский с рюшами св-серый";639;"Ткань: трикотаж зара 
Трикотаж зара - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 40 грн
 
 
 ";"Код: 01694/11";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-s-ryushami-sv-seryy.html
https://versal.ua/images/uploads/image15173282395ZVmyH.jpg;"Спортивный женский костюм светло-серый";568;"Спортивный женский костюм светло-серый
Ткань: трикотаж петля-шерсть
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54 + 40 грн
 ";"Код: 01511";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-zhenskiy-kostyum-svetlo-seryy.html
https://versal.ua/images/uploads/image1517328236A272Hf.jpg;"Спортивный женский костюм бордо";568;"Спортивный женский костюм бордо
Ткань: трикотаж петля-шерсть
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50, 52-54 + 40 грн
 ";"Код: 01511";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-zhenskiy-kostyum-bordo.html
https://versal.ua/images/uploads/image1517328233ldVCWK.jpg;"Спортивный женский костюм джинс";568;"Спортивный женский костюм джинс
Ткань: трикотаж петля-шерсть
Трикотаж петля-шерсть - трикотажное полотно средней плотности, произведенное из волокон шерсти, вискозы, полиэстера, ткань ворсистая мягкая и приятная на ощупь
Размер: 42, 44, 46,      48-50,52-54 + 40 грн
 ";"Код: 01511";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-zhenskiy-kostyum-dzhins.html
https://versal.ua/images/uploads/image15173281381FOT4Y.jpg;"Спортивный костюм на молнии женский темно-синий";555;"Спортивный костюм на молнии женский темно-синий
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 00831/1";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-na-molnii-zhenskiy-temno-siniy.html
https://versal.ua/images/uploads/image1517328134F0Czql.jpg;"Спортивный костюм на молнии женский черный";555;"Спортивный костюм на молнии женский черный
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 00831/1";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-na-molnii-zhenskiy-chernyy.html
https://versal.ua/images/uploads/image1517327826TgQVlV.jpg;"Спортивный костюм на молнии женский Губки";536;"Спортивный костюм на молнии женский Губки
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01468/5";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-na-molnii-zhenskiy-gubki.html
https://versal.ua/images/uploads/image1517327823j77SPw.jpg;"Спортивный костюм на молнии женский темно-синий";536;"Спортивный костюм на молнии женский темно-синий
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01468";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-na-molnii-zhenskiy-temno-siniy-1519483293.html
https://versal.ua/images/uploads/image1517327816NtfMgy.jpg;"Спортивный костюм на молнии женский мята";536;"Спортивный костюм на молнии женский мята
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01468";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-na-molnii-zhenskiy-myata.html
https://versal.ua/images/uploads/image1517327813K9VKKS.jpg;"Костюм женский с туникой бордо";603;"Костюм женский с туникой бордо
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54,56-58 + 30 грн
 ";"Код: 01447";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-s-tunikoy-bordo.html
https://versal.ua/images/uploads/image1517327714XReXRb.jpg;"Спортивный брючный женский костюм черный";615;"Спортивный брючный женский костюм черный
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01464/1";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-bryuchnyy-zhenskiy-kostyum-chernyy.html
https://versal.ua/images/uploads/image1517327711CucrPp.jpg;"Спортивный брючный женский костюм электрик";615;"Спортивный брючный женский костюм электрик
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01464/1";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-bryuchnyy-zhenskiy-kostyum-elektrik.html
https://versal.ua/images/uploads/image1517327707uDGusr.jpg;"Спортивный брючный женский костюм персик";615;"Спортивный брючный женский костюм персик
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01464";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-bryuchnyy-zhenskiy-kostyum-persik.html
https://versal.ua/images/uploads/image1517327704LWloC8.jpg;"Спортивный костюм женский со штанами мята";615;"Спортивный костюм женский со штанами мята
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01464";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-zhenskiy-so-shtanami-myata.html
https://versal.ua/images/uploads/image1517327265VEbfWX.jpg;"Костюм женский с туникой светло-серый";603;"Костюм женский с туникой светло-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 30 грн
 ";"Код: 01447";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-s-tunikoy-svetlo-seryy.html
https://versal.ua/images/uploads/image1517327262HZuA3e.jpg;"Костюм женский с туникой персик";603;"Костюм женский с туникой персик
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50, 52-54, 56-58 + 30 грн
 ";"Код: 01447";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-s-tunikoy-persik.html
https://versal.ua/images/uploads/image1517327258S3dSxD.jpg;"Костюм женский с туникой черный";603;"Костюм женский с туникой черный
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50, 52-54, 56-58+ 30 грн
 ";"Код: 01447";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-s-tunikoy-chernyy.html
https://versal.ua/images/uploads/image1517326176Zmjyfn.jpg;"Костюм женский спортивный электрик";565;"Костюм женский спортивный электрик
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 00859/1";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-sportivnyy-elektrik.html
https://versal.ua/images/uploads/image1517326171ESTt6T.jpg;"Костюм женский спортивный черный";565;"Костюм женский спортивный черный
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. Состав ( 90% хлопок, 10% эластан).
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 00859/1";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-sportivnyy-chernyy.html
https://versal.ua/images/uploads/image1517326167omiTv4.jpg;"Костюм женский с капюшоном";641;"Костюм женский с капюшоном 
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01304/4";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-s-kapyushonom.html
https://versal.ua/images/uploads/image1517325792WqN0Ky.jpg;"Женский спортивный  костюм темно-серый";453;"Женский спортивный  костюм темно-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01291";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-sportivnyy-kostyum-temno-seryy-1520724792.html
https://versal.ua/images/uploads/image1517325789tX6sjm.jpg;"Женский спортивный  костюм светло-серый";453;"Женский спортивный  костюм светло-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01291";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-sportivnyy-kostyum-svetlo-seryy.html
https://versal.ua/images/uploads/image1517325697AINAnL.jpg;"Спортивный женский костюм темно-серый";528;"Спортивный женский костюм темно-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01281";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-zhenskiy-kostyum-temno-seryy.html
https://versal.ua/images/uploads/image1517325695hnYSij.jpg;"Спортивный женский костюм светло-серый";528;"Спортивный женский костюм светло-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01281";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-zhenskiy-kostyum-svetlo-seryy-1520726044.html
https://versal.ua/images/uploads/image1517325691DCOomb.jpg;"Спортивный женский костюм персик";528;"Спортивный женский костюм персик
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01281";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-zhenskiy-kostyum-persik.html
https://versal.ua/images/uploads/image1517325679Bqc694.jpg;"Женский спортивный костюм тройка синий";534;"Женский спортивный костюм тройка синий
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 46
 ";"Код: 01270";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-sportivnyy-kostyum-troyka-siniy.html
https://versal.ua/images/uploads/image1517325663FkrEHl.jpg;"Костюм спортивный женский топ+штаны салат";339;"Костюм спортивный женский топ+штаны салат
Ткань: вискоза
Размер: 42, 44, 46,      48-50, 52-54 + 30 грн
 ";"Код: 01272";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-sportivnyy-zhenskiy-topshtany-salat.html
https://versal.ua/images/uploads/image1517325660K0hccP.jpg;"Костюм спортивный женский топ+штаны мята";339;"Костюм спортивный женский топ+штаны мята
Ткань: вискоза
Размер: 42, 44, 46,      48-50, 52-54 + 30 грн
 ";"Код: 01272";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-sportivnyy-zhenskiy-topshtany-myata.html
https://versal.ua/images/uploads/image1517325653gB3Kci.jpg;"Костюм женский желетка+штаны мята";477;"Костюм женский желетка+штаны мята
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42
 ";"Код: 01269";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-zheletkashtany-myata.html
https://versal.ua/images/uploads/image1517325649kNJ7YB.jpg;"Костюм женский жилетка+штаны персик";477;"Костюм женский жилетка+штаны персик
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42
 ";"Код: 01269";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-zhiletkashtany-persik.html
https://versal.ua/images/uploads/image1517325558gkv6Nr.jpg;"Костюм женский "" звезды"" черный+светло-серый";518;"Костюм женский "" звезды"" черный+светло-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01267";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-zvezdy-chernyysvetlo-seryy.html
https://versal.ua/images/uploads/image1517325546dcrZeb.jpg;"Костюм женский "" звезды"" с капюшоном св-серый";555;"Костюм женский "" звезды"" с капюшоном св-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму. 
Размер: 42, 44, 46,      48-50,52-54, 56-58 + 60 грн
 ";"Код: 01266";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-zvezdy-s-kapyushonom-sv-seryy.html
https://versal.ua/images/uploads/image1517325541HojRyl.jpg;"Костюм женский  светло-серый";490;"Костюм женский  светло-серый
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01264";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-svetlo-seryy.html
https://versal.ua/images/uploads/image1517325536zj7HMf.jpg;"Костюм женский  мята";490;"Костюм женский  мята
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01264";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-myata.html
https://versal.ua/images/uploads/image1517325532BxJPeO.jpg;"Костюм женский  персик";490;"Костюм женский  персик
Ткань: двунитка 
Двунитка - трикотажное. плотное полотно, в котором нити переплетены парами. Этот материал долго служит.устойчив к появлению катышков, а так же не меняет со временем свою форму.
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01264";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-persik.html
https://versal.ua/images/uploads/image1517325306VwKFtP.jpg;"Костюм спортивный летний  салат";448;"Костюм спортивный летний  салат
Ткань:  масло
Размер: 42, 44, 46,       48-50, 52-54 + 30 грн
 ";"Код: 01200";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-sportivnyy-letniy-salat.html
https://versal.ua/images/uploads/image15173252058UUX8N.jpg;"Летний спортивный костюм  электрик";490;"Летний спортивный костюм  электрик
Ткань: двунитка + масло
Размер: 42
 ";"Код: 01199";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/letniy-sportivnyy-kostyum-elektrik.html
https://versal.ua/images/uploads/image15173252015nF1zs.jpg;"Летний спортивный костюм  черный";490;"Летний спортивный костюм  черный
Ткань: двунитка + масло
Размер: 42
 ";"Код: 01199";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/letniy-sportivnyy-kostyum-chernyy.html
https://versal.ua/images/uploads/image1517325189wQRN0k.jpg;"Спортивный костюм  с бриджами черный";427;"Спортивный костюм  с бриджами черный
Ткань: вискоза 
Размер: 42, 44, 46, 48-50, 52-54 
 
 ";"Код: 01189";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-s-bridzhami-chernyy.html
https://versal.ua/images/uploads/image1517325157vqMAE0.jpg;"Костюм женский летний с шортами салат";339;"Костюм женский летний с шортами салат
Ткань:  масло
Размер: 42, 44, 46        48-50, 52-54 + 30 грн
 
 ";"Код: 01201";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-zhenskiy-letniy-s-shortami-salat.html
https://versal.ua/images/uploads/image1517325070qLzur5.jpg;"Спортивный костюм  голубой";503;"Спортивный костюм  голубой
Ткань: двунитка + вискоза 
Размер: 42
 ";"Код: 01177";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-goluboy.html
https://versal.ua/images/uploads/image15173250674L2ElO.jpg;"Спортивный костюм  темно-синий";503;"Спортивный костюм  темно-синий
Ткань: двунитка + вискоза 
Размер: 42
 ";"Код: 01177";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-temno-siniy.html
https://versal.ua/images/uploads/image1517325063w6mRZZ.jpg;"Спортивный костюм  мятный";503;"Спортивный костюм  мятный
Ткань: двунитка + вискоза 
Размер: 42
 ";"Код: 01177";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-myatnyy.html
https://versal.ua/images/uploads/image1517325013g6H0Pm.jpg;"Спортивный костюм женский белый";528;"Спортивный костюм женский белый
Ткань: двунитка 
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01181";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-zhenskiy-belyy.html
https://versal.ua/images/uploads/image1517325009MFLk9F.jpg;"Спортивный костюм женский красный";528;"Спортивный костюм женский красный
Ткань: двунитка 
Размер: 42, 44, 46,      48-50,52-54 + 30 грн
 ";"Код: 01181";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-zhenskiy-krasnyy.html
https://versal.ua/images/uploads/image1517325007RQqjoj.jpg;"Спортивный костюм женский бежевый";502;"Спортивный костюм женский бежевый
Ткань: двунитка 
Размер: 42
 ";"Код: 01175";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-zhenskiy-bezhevyy.html
https://versal.ua/images/uploads/image1517325005XSV0lh.jpg;"Спортивный костюм женский малина";502;"Спортивный костюм женский малина
Ткань: двунитка 
Размер: 42, 52-54 
 ";"Код: 01175";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-zhenskiy-malina.html
https://versal.ua/images/uploads/image1517325002nqbmj9.jpg;"Спортивный костюм женский мятный";502;"Спортивный костюм женский мятный
Ткань: двунитка 
Размер: 42, 44
 
 ";"Код: 01175";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-zhenskiy-myatnyy.html
https://versal.ua/images/uploads/image1517324440lNaXKI.jpg;"Женский трикотажный костюм  с гипюром голубой";551;"Женский трикотажный костюм  с гипюром голубой
Ткань: двухнитка х/б + гипюр
Двухнитка трикотаж ?  мягкое податливое полотно особого переплетения. Эластан, входящий в небольшой пропорции наряду с хлопковыми и полиэстеровыми волокнами в состав материи, наделил ткань эластичностью 
Размер: 44
 ";"Код: 01105";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-trikotazhnyy-kostyum-s-gipyurom-goluboy.html
https://versal.ua/images/uploads/image1517324438dfSp57.jpg;"Женский трикотажный костюм  с гипюром черный";551;"Женский трикотажный костюм  с гипюром черный
Ткань: двухнитка х/б + гипюр
Двухнитка трикотаж ?  мягкое податливое полотно особого переплетения. Эластан, входящий в небольшой пропорции наряду с хлопковыми и полиэстеровыми волокнами в состав материи, наделил ткань эластичностью 
Размер: 42, 44, 46       52-54 ? +30 грн
 ";"Код: 01105";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/zhenskiy-trikotazhnyy-kostyum-s-gipyurom-chernyy.html
https://versal.ua/images/uploads/image1517324420ggntdU.jpg;"Костюм спортивный цветы";568;"Костюм спортивный цветы
Ткань:  микромасло
Размеры:  44, 48-50
 ";"Код: 01009";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/kostyum-sportivnyy-tsvety.html
https://versal.ua/images/uploads/image1517324074TYNWkd.jpg;"Спортивный костюм женский с лампасами светло-серый";590;"Спортивный костюм женский с лампасами светло-серый
Ткань: двухнитка х/б
Двухнитка трикотаж ?  мягкое податливое полотно особого переплетения. Эластан, входящий в небольшой пропорции наряду с хлопковыми и полиэстеровыми волокнами в состав материи, наделил ткань эластичностью 
Размер:  44       48-50+30 грн
 ";"Код: 01039";https://versal.ua/zhenskaya-odezhda/sportivnye-kostyumy/trikotazhnye/sportivnyy-kostyum-zhenskiy-s-lampasami-svetlo-seryy.html
